location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Slovenia,2020-03-24,28,0,2078932.0,19.062,31400.84,4.5
Sri Lanka,2020-01-14,0,0,21413250.0,10.069,11669.077,3.6
Hungary,2020-04-30,48,12,9660350.0,18.577,26777.561,7.02
Albania,2020-05-30,23,0,2877800.0,13.188,11803.431,2.89
Montserrat,2020-03-31,0,0,4999.0,,,
Argentina,2020-03-20,31,1,45195777.0,11.198,18933.907,5.0
Turks and Caicos Islands,2020-05-04,0,0,38718.0,,,
Burundi,2020-04-20,0,0,11890781.0,2.562,702.225,0.8
Dominican Republic,2020-04-10,238,10,10847904.0,6.981,14600.861,1.6
Hungary,2020-04-28,66,11,9660350.0,18.577,26777.561,7.02
South Korea,2020-06-09,38,1,51269183.0,13.914,35938.374,12.27
Germany,2020-05-19,513,72,83783945.0,21.453,45229.245,8.0
Zimbabwe,2020-04-07,0,0,14862927.0,2.822,1899.775,1.7
Saint Vincent and the Grenadines,2020-06-06,0,0,110947.0,7.724,10727.146,2.6
Israel,2020-01-28,0,0,8655541.0,11.733,33132.32,2.99
Tanzania,2020-04-27,0,0,59734213.0,3.108,2683.304,0.7
Thailand,2020-03-18,0,0,69799978.0,11.373,16277.671,2.1
Finland,2020-01-25,0,0,5540718.0,21.228,40585.721,3.28
Lebanon,2020-03-17,21,0,6825442.0,8.514,13367.565,2.9
Belarus,2020-04-06,170,3,9449321.0,14.799,17167.967,11.0
Paraguay,2020-05-25,12,0,7132530.0,6.378,8827.01,1.3
World,2020-02-01,2120,46,7794798729.0,8.696,15469.207,2.705
Japan,2020-01-31,3,0,126476458.0,27.049,39002.223,13.05
Iceland,2020-05-10,0,0,341250.0,14.431,46482.958,2.91
Iceland,2020-02-27,0,0,341250.0,14.431,46482.958,2.91
Latvia,2020-05-15,11,0,1886202.0,19.754,25063.846,5.57
Lithuania,2020-05-20,15,1,2722291.0,19.002,29524.265,6.56
Afghanistan,2020-01-03,0,0,38928341.0,2.581,1803.987,0.5
Philippines,2020-04-05,76,8,109581085.0,4.803,7599.188,1.0
Sao Tome and Principe,2020-05-02,2,0,219161.0,2.886,3052.714,2.9
Lesotho,2020-05-23,0,0,2142252.0,4.506,2851.153,
World,2020-02-27,1109,38,7794798729.0,8.696,15469.207,2.705
Falkland Islands,2020-04-28,0,0,3483.0,,,
Jordan,2020-05-31,4,0,10203140.0,3.81,8337.49,1.4
Bosnia and Herzegovina,2020-06-09,98,1,3280815.0,16.569,11713.895,3.5
Estonia,2020-04-21,7,0,1326539.0,19.452,29481.252,4.69
Uruguay,2020-05-05,2,0,3473727.0,14.655,20551.409,2.8
Tajikistan,2020-06-03,83,0,9537642.0,3.466,2896.913,4.8
Hong Kong,2020-03-04,0,0,7496988.0,16.303,56054.92,
Malta,2020-04-15,8,0,441539.0,19.426,36513.323,4.485
Serbia,2020-05-15,79,2,6804596.0,17.366,14048.881,5.609
Panama,2020-04-03,158,5,4314768.0,7.918,22267.037,2.3
Chad,2020-06-03,13,0,16425859.0,2.486,1768.153,
Taiwan,2020-04-19,3,0,23816775.0,,,
Comoros,2020-05-10,3,0,869595.0,2.963,1413.89,2.2
Rwanda,2020-03-21,6,0,12952209.0,2.974,1854.211,
Chile,2020-03-23,95,1,19116209.0,11.087,22767.037,2.11
Belarus,2020-02-29,0,0,9449321.0,14.799,17167.967,11.0
Pakistan,2020-02-09,0,0,220892331.0,4.495,5034.708,0.6
South Korea,2020-02-02,3,0,51269183.0,13.914,35938.374,12.27
Papua New Guinea,2020-04-06,0,0,8947027.0,3.808,3823.194,
Slovenia,2020-05-10,3,1,2078932.0,19.062,31400.84,4.5
Montenegro,2020-05-25,0,0,628062.0,14.762,16409.288,3.861
Turkey,2020-04-22,4611,119,84339067.0,8.153,25129.341,2.81
Kuwait,2020-05-07,485,2,4270563.0,2.345,65530.537,2.0
Democratic Republic of Congo,2020-04-03,0,0,89561404.0,3.02,808.133,
Germany,2020-02-22,0,0,83783945.0,21.453,45229.245,8.0
New Zealand,2020-01-05,0,0,4822233.0,15.322,36085.843,2.61
United Kingdom,2020-01-23,0,0,67886004.0,18.517,39753.244,2.54
Malaysia,2020-02-05,2,0,32365998.0,6.293,26808.164,1.9
Namibia,2020-05-09,0,0,2540916.0,3.552,9541.808,
Macedonia,2020-04-12,49,2,2083380.0,13.26,13111.214,4.28
Liberia,2020-03-31,0,0,5057677.0,3.057,752.788,0.8
Argentina,2020-05-31,795,8,45195777.0,11.198,18933.907,5.0
Sweden,2020-04-23,682,172,10099270.0,19.985,46949.283,2.22
Swaziland,2020-04-05,0,0,1160164.0,3.163,7738.975,2.1
Aruba,2020-03-27,9,0,106766.0,13.085,35973.781,
Tanzania,2020-06-10,0,0,59734213.0,3.108,2683.304,0.7
Seychelles,2020-03-30,1,0,98340.0,8.606,26382.287,3.6
Paraguay,2020-05-04,26,0,7132530.0,6.378,8827.01,1.3
New Zealand,2020-04-11,20,2,4822233.0,15.322,36085.843,2.61
New Zealand,2020-05-28,0,1,4822233.0,15.322,36085.843,2.61
Albania,2020-05-06,17,0,2877800.0,13.188,11803.431,2.89
Romania,2020-04-07,193,9,19237682.0,17.85,23313.199,6.892
Estonia,2020-04-10,22,0,1326539.0,19.452,29481.252,4.69
Liechtenstein,2020-05-26,0,0,38137.0,,,2.397
Mexico,2020-06-01,3152,151,128932753.0,6.857,17336.469,1.38
Ethiopia,2020-03-17,1,0,114963583.0,3.526,1729.927,0.3
Guyana,2020-04-28,0,0,786559.0,5.305,7435.047,1.6
Bangladesh,2020-04-03,2,0,164689383.0,5.098,3523.984,0.8
Eritrea,2020-05-16,0,0,3546427.0,3.607,1510.459,0.7
San Marino,2020-05-22,2,0,33938.0,,56861.47,3.8
Spain,2020-04-01,7413,849,46754783.0,19.436,34272.36,2.97
Taiwan,2020-05-28,0,0,23816775.0,,,
Sweden,2020-04-03,519,43,10099270.0,19.985,46949.283,2.22
Andorra,2020-04-13,16,1,77265.0,,,
Australia,2020-06-02,9,0,25499881.0,15.504,44648.71,3.84
Bahrain,2020-05-07,214,0,1701583.0,2.372,43290.705,2.0
Palestine,2020-04-28,0,0,5101416.0,3.043,4449.898,
Chile,2020-05-05,980,10,19116209.0,11.087,22767.037,2.11
Greenland,2020-05-22,0,0,56772.0,,,
Maldives,2020-04-21,17,0,540542.0,4.12,15183.616,
Congo,2020-06-06,4,0,5518092.0,3.402,4881.406,
Burkina Faso,2020-03-26,15,0,20903278.0,2.409,1703.102,0.4
Armenia,2020-02-03,0,0,2963234.0,11.232,8787.58,4.2
Angola,2020-05-16,0,0,32866268.0,2.405,5819.495,
Azerbaijan,2020-04-07,57,0,10139175.0,6.018,15847.419,4.7
Bhutan,2020-05-28,1,0,771612.0,4.885,8708.597,1.7
World,2020-01-05,15,0,7794798729.0,8.696,15469.207,2.705
Lithuania,2020-02-26,0,0,2722291.0,19.002,29524.265,6.56
Uganda,2020-06-10,11,0,45741000.0,2.168,1697.707,0.5
Latvia,2020-05-04,8,0,1886202.0,19.754,25063.846,5.57
France,2020-06-04,352,81,65273512.0,19.718,38605.671,5.98
Croatia,2020-02-15,0,0,4105268.0,19.724,22669.797,5.54
Vatican,2020-04-29,0,0,809.0,,,
Jordan,2020-05-11,18,0,10203140.0,3.81,8337.49,1.4
Cyprus,2020-04-27,7,0,875899.0,13.416,32415.132,3.4
Poland,2020-05-02,228,7,37846605.0,16.763,27216.445,6.62
Israel,2020-02-19,0,0,8655541.0,11.733,33132.32,2.99
United States Virgin Islands,2020-05-30,0,0,104423.0,18.601,,
Ecuador,2020-04-27,11536,0,17643060.0,7.104,10581.936,1.5
Brazil,2020-02-26,1,0,212559409.0,8.552,14103.452,2.2
New Zealand,2020-05-13,0,0,4822233.0,15.322,36085.843,2.61
Latvia,2020-05-14,1,1,1886202.0,19.754,25063.846,5.57
Taiwan,2020-06-05,0,0,23816775.0,,,
Jamaica,2020-05-19,0,0,2961161.0,9.684,8193.571,1.7
Syria,2020-04-10,0,0,17500657.0,,,1.5
Tunisia,2020-04-25,4,0,11818618.0,8.001,10849.297,2.3
Singapore,2020-01-07,0,0,5850343.0,12.922,85535.383,2.4
Brazil,2020-01-06,0,0,212559409.0,8.552,14103.452,2.2
Canada,2020-04-23,1766,140,37742157.0,16.984,44017.591,2.5
Afghanistan,2020-01-27,0,0,38928341.0,2.581,1803.987,0.5
Turkey,2020-06-08,914,23,84339067.0,8.153,25129.341,2.81
Finland,2020-03-29,193,2,5540718.0,21.228,40585.721,3.28
Honduras,2020-06-03,165,8,9904608.0,4.652,4541.795,0.7
Trinidad and Tobago,2020-06-10,0,0,1399491.0,10.014,28763.071,3.0
British Virgin Islands,2020-04-25,1,0,30237.0,,,
Zimbabwe,2020-04-09,1,1,14862927.0,2.822,1899.775,1.7
Qatar,2020-01-25,0,0,2881060.0,1.307,116935.6,1.2
Nicaragua,2020-04-09,0,0,6624554.0,5.445,5321.444,0.9
Cyprus,2020-05-21,4,0,875899.0,13.416,32415.132,3.4
Pakistan,2020-05-23,1743,34,220892331.0,4.495,5034.708,0.6
Uganda,2020-05-18,0,0,45741000.0,2.168,1697.707,0.5
Tajikistan,2020-05-15,106,6,9537642.0,3.466,2896.913,4.8
Nigeria,2020-03-01,0,0,206139587.0,2.751,5338.454,
Egypt,2020-01-16,0,0,102334403.0,5.159,10550.206,1.6
Libya,2020-05-06,0,0,6871287.0,4.424,17881.509,3.7
Russia,2020-05-14,10028,96,145934460.0,14.178,24765.954,8.05
Netherlands,2020-02-24,0,0,17134873.0,18.779,48472.545,3.32
Costa Rica,2020-05-15,15,1,5094114.0,9.468,15524.995,1.13
Belarus,2020-01-20,0,0,9449321.0,14.799,17167.967,11.0
French Polynesia,2020-05-22,0,0,280904.0,7.775,,
World,2020-01-01,0,0,7794798729.0,8.696,15469.207,2.705
Russia,2019-12-31,0,0,145934460.0,14.178,24765.954,8.05
Grenada,2020-06-09,0,0,112519.0,7.304,13593.877,3.7
Gabon,2020-05-14,141,0,2225728.0,4.45,16562.413,6.3
Thailand,2020-06-05,1,0,69799978.0,11.373,16277.671,2.1
Montserrat,2020-05-17,0,0,4999.0,,,
Cayman Islands,2020-05-11,0,0,65720.0,,49903.029,
Jordan,2020-06-02,7,0,10203140.0,3.81,8337.49,1.4
Hong Kong,2020-04-03,0,0,7496988.0,16.303,56054.92,
Qatar,2020-06-03,1826,3,2881060.0,1.307,116935.6,1.2
Romania,2020-05-11,231,26,19237682.0,17.85,23313.199,6.892
Iceland,2020-01-08,0,0,341250.0,14.431,46482.958,2.91
Montserrat,2020-05-29,0,0,4999.0,,,
Liechtenstein,2020-03-22,2,0,38137.0,,,2.397
Namibia,2020-04-18,0,0,2540916.0,3.552,9541.808,
Iran,2020-01-08,0,0,83992953.0,5.44,19082.62,1.5
British Virgin Islands,2020-04-08,0,0,30237.0,,,
Bangladesh,2020-05-25,1532,28,164689383.0,5.098,3523.984,0.8
Oman,2020-03-11,0,0,5106622.0,2.355,37960.709,1.6
Sint Maarten (Dutch part),2020-06-05,0,0,42882.0,,36327.232,
Portugal,2020-03-04,2,0,10196707.0,21.502,27936.896,3.39
Paraguay,2020-03-27,11,0,7132530.0,6.378,8827.01,1.3
Gibraltar,2020-06-03,2,0,33691.0,,,
Finland,2020-03-21,50,0,5540718.0,21.228,40585.721,3.28
Iceland,2020-03-12,15,0,341250.0,14.431,46482.958,2.91
Netherlands,2020-01-16,0,0,17134873.0,18.779,48472.545,3.32
Fiji,2020-05-29,0,0,896444.0,6.224,8702.975,2.3
Denmark,2020-04-01,283,13,5792203.0,19.677,46682.515,2.5
Poland,2020-03-11,5,0,37846605.0,16.763,27216.445,6.62
Belize,2020-04-01,0,0,397621.0,3.853,7824.362,1.3
Netherlands,2020-03-28,1172,112,17134873.0,18.779,48472.545,3.32
Norway,2020-04-18,0,0,5421242.0,16.821,64800.057,3.6
Afghanistan,2020-05-24,782,11,38928341.0,2.581,1803.987,0.5
Serbia,2020-05-24,68,1,6804596.0,17.366,14048.881,5.609
Kazakhstan,2020-05-16,279,2,18776707.0,6.991,24055.588,6.7
Bahrain,2020-04-19,29,0,1701583.0,2.372,43290.705,2.0
Benin,2020-03-22,0,0,12123198.0,3.244,2064.236,0.5
Bermuda,2020-05-24,5,0,62273.0,,50669.315,
Norway,2020-01-06,0,0,5421242.0,16.821,64800.057,3.6
Germany,2020-01-02,0,0,83783945.0,21.453,45229.245,8.0
Morocco,2020-05-09,163,3,36910558.0,6.769,7485.013,1.1
South Africa,2020-05-19,918,22,59308690.0,5.344,12294.876,2.32
Cambodia,2019-12-31,0,0,16718971.0,4.412,3645.07,0.8
India,2020-04-13,796,35,1380004385.0,5.989,6426.674,0.53
Indonesia,2020-01-02,0,0,273523621.0,5.319,11188.744,1.04
Zimbabwe,2020-06-03,3,0,14862927.0,2.822,1899.775,1.7
Ukraine,2020-03-19,5,2,43733759.0,16.462,7894.393,8.8
Vietnam,2020-01-21,0,0,97338583.0,7.15,6171.884,2.6
Latvia,2020-05-10,2,0,1886202.0,19.754,25063.846,5.57
Bhutan,2020-05-06,0,0,771612.0,4.885,8708.597,1.7
United Arab Emirates,2020-02-10,0,0,9890400.0,1.144,67293.483,1.2
Switzerland,2020-05-08,66,13,8654618.0,18.436,57410.166,4.53
Paraguay,2020-03-25,10,2,7132530.0,6.378,8827.01,1.3
Mali,2020-04-09,3,2,20250834.0,2.519,2014.306,0.1
Sint Maarten (Dutch part),2020-06-04,0,0,42882.0,,36327.232,
Georgia,2020-02-11,0,0,3989175.0,14.864,9745.079,2.6
Brazil,2020-03-23,418,7,212559409.0,8.552,14103.452,2.2
United Kingdom,2020-04-28,4309,338,67886004.0,18.517,39753.244,2.54
Gibraltar,2020-03-27,9,0,33691.0,,,
New Zealand,2020-01-01,0,0,4822233.0,15.322,36085.843,2.61
Poland,2020-03-13,18,1,37846605.0,16.763,27216.445,6.62
Benin,2020-04-11,5,0,12123198.0,3.244,2064.236,0.5
Rwanda,2020-05-11,4,0,12952209.0,2.974,1854.211,
Macedonia,2020-02-23,0,0,2083380.0,13.26,13111.214,4.28
Russia,2020-03-28,196,2,145934460.0,14.178,24765.954,8.05
Mauritius,2020-05-16,0,0,1271767.0,10.945,20292.745,3.4
Sierra Leone,2020-05-15,21,5,7976985.0,2.538,1390.3,
Brazil,2020-02-11,0,0,212559409.0,8.552,14103.452,2.2
India,2020-05-11,4213,97,1380004385.0,5.989,6426.674,0.53
Kenya,2020-06-07,126,4,53771300.0,2.686,2993.028,1.4
Somalia,2020-05-13,81,0,15893219.0,2.731,,0.9
Gabon,2020-06-02,0,0,2225728.0,4.45,16562.413,6.3
Cayman Islands,2020-05-24,8,0,65720.0,,49903.029,
Ireland,2020-03-23,121,1,4937796.0,13.928,67335.293,2.96
Nicaragua,2020-03-21,1,0,6624554.0,5.445,5321.444,0.9
Iraq,2020-01-09,0,0,40222503.0,3.186,15663.986,1.4
United Kingdom,2020-03-20,647,43,67886004.0,18.517,39753.244,2.54
Seychelles,2020-04-08,0,0,98340.0,8.606,26382.287,3.6
Poland,2020-05-21,471,14,37846605.0,16.763,27216.445,6.62
Malaysia,2020-05-11,67,0,32365998.0,6.293,26808.164,1.9
Nepal,2020-05-31,189,0,29136808.0,5.809,2442.804,0.3
Romania,2020-01-11,0,0,19237682.0,17.85,23313.199,6.892
Azerbaijan,2020-01-02,0,0,10139175.0,6.018,15847.419,4.7
Cyprus,2020-04-22,12,0,875899.0,13.416,32415.132,3.4
South Korea,2020-02-24,161,2,51269183.0,13.914,35938.374,12.27
Guernsey,2020-04-05,22,0,67052.0,,,
Croatia,2020-01-06,0,0,4105268.0,19.724,22669.797,5.54
Saudi Arabia,2020-05-21,2691,10,34813867.0,3.295,49045.411,2.7
Yemen,2020-04-23,0,0,29825968.0,2.922,1479.147,0.7
Myanmar,2020-04-10,5,0,54409794.0,5.732,5591.597,0.9
Jordan,2020-04-17,1,0,10203140.0,3.81,8337.49,1.4
Isle of Man,2020-06-10,0,0,85032.0,,,
Liechtenstein,2020-03-29,1,0,38137.0,,,2.397
Saint Vincent and the Grenadines,2020-05-16,0,0,110947.0,7.724,10727.146,2.6
Afghanistan,2020-01-23,0,0,38928341.0,2.581,1803.987,0.5
Azerbaijan,2020-05-09,75,0,10139175.0,6.018,15847.419,4.7
Japan,2020-05-19,60,14,126476458.0,27.049,39002.223,13.05
Greenland,2020-05-05,0,0,56772.0,,,
Benin,2020-04-24,4,0,12123198.0,3.244,2064.236,0.5
Madagascar,2020-05-21,45,0,27691019.0,2.929,1416.44,0.2
Serbia,2020-05-06,120,3,6804596.0,17.366,14048.881,5.609
Falkland Islands,2020-04-26,1,0,3483.0,,,
Rwanda,2020-06-04,13,0,12952209.0,2.974,1854.211,
Sao Tome and Principe,2020-04-24,1,0,219161.0,2.886,3052.714,2.9
Namibia,2020-04-11,0,0,2540916.0,3.552,9541.808,
Argentina,2020-05-14,316,10,45195777.0,11.198,18933.907,5.0
Uzbekistan,2020-06-07,159,1,33469199.0,4.469,6253.104,4.0
Benin,2020-06-05,17,0,12123198.0,3.244,2064.236,0.5
Greece,2020-03-09,7,0,10423056.0,20.396,24574.382,4.21
Montenegro,2020-05-10,0,0,628062.0,14.762,16409.288,3.861
Kyrgyzstan,2020-04-12,38,0,6524191.0,4.489,3393.474,4.5
Armenia,2020-05-25,359,4,2963234.0,11.232,8787.58,4.2
Guyana,2020-04-09,4,1,786559.0,5.305,7435.047,1.6
Paraguay,2020-06-10,42,0,7132530.0,6.378,8827.01,1.3
Spain,2020-01-20,0,0,46754783.0,19.436,34272.36,2.97
El Salvador,2020-05-05,32,1,6486201.0,8.273,7292.458,1.3
Bermuda,2020-04-17,2,0,62273.0,,50669.315,
Georgia,2020-05-22,8,0,3989175.0,14.864,9745.079,2.6
Ireland,2020-01-23,0,0,4937796.0,13.928,67335.293,2.96
Maldives,2020-04-05,0,0,540542.0,4.12,15183.616,
Turkey,2020-05-09,1848,48,84339067.0,8.153,25129.341,2.81
Taiwan,2019-12-31,0,0,23816775.0,,,
Finland,2020-04-16,76,8,5540718.0,21.228,40585.721,3.28
Syria,2020-06-10,2,0,17500657.0,,,1.5
Germany,2020-01-19,0,0,83783945.0,21.453,45229.245,8.0
Falkland Islands,2020-06-01,0,0,3483.0,,,
Cambodia,2020-02-03,0,0,16718971.0,4.412,3645.07,0.8
United States,2020-02-18,0,0,331002647.0,15.413,54225.446,2.77
Colombia,2020-04-19,182,13,50882884.0,7.646,13254.949,1.71
Tanzania,2020-04-06,1,0,59734213.0,3.108,2683.304,0.7
Ethiopia,2020-06-01,109,3,114963583.0,3.526,1729.927,0.3
United Kingdom,2020-03-06,30,0,67886004.0,18.517,39753.244,2.54
Afghanistan,2020-02-16,0,0,38928341.0,2.581,1803.987,0.5
Kenya,2020-05-06,45,0,53771300.0,2.686,2993.028,1.4
Honduras,2020-04-11,10,1,9904608.0,4.652,4541.795,0.7
Sao Tome and Principe,2020-06-08,1,0,219161.0,2.886,3052.714,2.9
Colombia,2020-03-11,0,0,50882884.0,7.646,13254.949,1.71
Dominican Republic,2020-03-01,0,0,10847904.0,6.981,14600.861,1.6
Senegal,2020-05-11,75,2,16743930.0,3.008,2470.58,
Algeria,2020-05-04,179,4,43851043.0,6.211,13913.839,1.9
Armenia,2020-05-23,322,4,2963234.0,11.232,8787.58,4.2
Cayman Islands,2020-05-02,1,0,65720.0,,49903.029,
Switzerland,2020-02-28,7,0,8654618.0,18.436,57410.166,4.53
Maldives,2020-03-28,1,0,540542.0,4.12,15183.616,
United States,2020-05-04,24972,1297,331002647.0,15.413,54225.446,2.77
Belarus,2020-03-28,8,0,9449321.0,14.799,17167.967,11.0
Thailand,2020-05-30,11,0,69799978.0,11.373,16277.671,2.1
Vietnam,2020-04-11,1,0,97338583.0,7.15,6171.884,2.6
Dominican Republic,2020-02-11,0,0,10847904.0,6.981,14600.861,1.6
Turkey,2020-05-21,972,23,84339067.0,8.153,25129.341,2.81
Papua New Guinea,2020-03-26,0,0,8947027.0,3.808,3823.194,
El Salvador,2020-04-21,17,0,6486201.0,8.273,7292.458,1.3
Kazakhstan,2020-05-23,322,0,18776707.0,6.991,24055.588,6.7
United Kingdom,2020-02-06,0,0,67886004.0,18.517,39753.244,2.54
Ireland,2020-01-29,0,0,4937796.0,13.928,67335.293,2.96
Algeria,2020-01-26,0,0,43851043.0,6.211,13913.839,1.9
Vatican,2020-05-13,0,0,809.0,,,
Austria,2020-06-01,4,0,9006400.0,19.202,45436.686,7.37
Australia,2020-04-26,16,2,25499881.0,15.504,44648.71,3.84
Cyprus,2020-04-10,38,1,875899.0,13.416,32415.132,3.4
French Polynesia,2020-04-18,0,0,280904.0,7.775,,
Denmark,2020-02-22,0,0,5792203.0,19.677,46682.515,2.5
Gambia,2020-04-02,0,0,2416664.0,2.339,1561.767,1.1
Monaco,2020-05-28,0,0,39244.0,,,13.8
Liechtenstein,2020-06-10,0,0,38137.0,,,2.397
Congo,2020-04-12,0,0,5518092.0,3.402,4881.406,
Slovakia,2020-04-05,21,0,5459643.0,15.07,30155.152,5.82
Iran,2020-03-25,1762,122,83992953.0,5.44,19082.62,1.5
Nepal,2020-01-09,0,0,29136808.0,5.809,2442.804,0.3
Greece,2020-03-28,74,2,10423056.0,20.396,24574.382,4.21
Philippines,2020-03-17,2,0,109581085.0,4.803,7599.188,1.0
Burkina Faso,2020-03-19,6,1,20903278.0,2.409,1703.102,0.4
Belarus,2020-02-05,0,0,9449321.0,14.799,17167.967,11.0
Burkina Faso,2020-03-15,1,0,20903278.0,2.409,1703.102,0.4
Ireland,2020-04-26,377,234,4937796.0,13.928,67335.293,2.96
Syria,2020-05-18,7,0,17500657.0,,,1.5
Japan,2020-02-01,1,0,126476458.0,27.049,39002.223,13.05
Iran,2020-02-24,15,3,83992953.0,5.44,19082.62,1.5
Vatican,2020-03-27,4,0,809.0,,,
Egypt,2020-04-11,95,17,102334403.0,5.159,10550.206,1.6
South Korea,2020-05-26,19,2,51269183.0,13.914,35938.374,12.27
South Africa,2020-05-22,1134,30,59308690.0,5.344,12294.876,2.32
Germany,2020-06-06,407,33,83783945.0,21.453,45229.245,8.0
Thailand,2020-02-24,0,0,69799978.0,11.373,16277.671,2.1
Chile,2020-04-17,534,11,19116209.0,11.087,22767.037,2.11
Bahrain,2020-05-10,330,0,1701583.0,2.372,43290.705,2.0
Yemen,2020-04-27,0,0,29825968.0,2.922,1479.147,0.7
Tanzania,2020-05-21,0,0,59734213.0,3.108,2683.304,0.7
Dominica,2020-04-05,0,0,71991.0,,9673.367,3.8
Japan,2020-02-10,0,0,126476458.0,27.049,39002.223,13.05
Croatia,2020-05-21,2,0,4105268.0,19.724,22669.797,5.54
Oman,2020-03-01,0,0,5106622.0,2.355,37960.709,1.6
New Zealand,2020-05-06,1,1,4822233.0,15.322,36085.843,2.61
United Arab Emirates,2020-05-23,994,4,9890400.0,1.144,67293.483,1.2
Bermuda,2020-06-03,0,0,62273.0,,50669.315,
Greece,2020-05-02,0,0,10423056.0,20.396,24574.382,4.21
Bosnia and Herzegovina,2020-04-29,24,2,3280815.0,16.569,11713.895,3.5
El Salvador,2020-03-31,2,0,6486201.0,8.273,7292.458,1.3
Qatar,2020-01-21,0,0,2881060.0,1.307,116935.6,1.2
Papua New Guinea,2020-06-01,0,0,8947027.0,3.808,3823.194,
Israel,2020-02-23,0,0,8655541.0,11.733,33132.32,2.99
Lithuania,2020-02-05,0,0,2722291.0,19.002,29524.265,6.56
Brunei,2020-03-31,1,0,437483.0,4.591,71809.251,2.7
Canada,2020-06-08,642,27,37742157.0,16.984,44017.591,2.5
Nepal,2020-01-01,0,0,29136808.0,5.809,2442.804,0.3
Nepal,2020-04-20,0,0,29136808.0,5.809,2442.804,0.3
Finland,2020-02-19,0,0,5540718.0,21.228,40585.721,3.28
Bahrain,2020-04-17,27,0,1701583.0,2.372,43290.705,2.0
Fiji,2020-05-21,0,0,896444.0,6.224,8702.975,2.3
Panama,2020-05-31,487,4,4314768.0,7.918,22267.037,2.3
Taiwan,2020-03-26,19,0,23816775.0,,,
Croatia,2020-03-16,11,0,4105268.0,19.724,22669.797,5.54
Malta,2020-03-10,2,0,441539.0,19.426,36513.323,4.485
Grenada,2020-05-29,0,0,112519.0,7.304,13593.877,3.7
Netherlands,2020-01-04,0,0,17134873.0,18.779,48472.545,3.32
Libya,2020-06-01,26,0,6871287.0,4.424,17881.509,3.7
Brazil,2020-01-05,0,0,212559409.0,8.552,14103.452,2.2
Morocco,2020-03-22,10,0,36910558.0,6.769,7485.013,1.1
Ecuador,2020-01-02,0,0,17643060.0,7.104,10581.936,1.5
Germany,2020-02-27,4,0,83783945.0,21.453,45229.245,8.0
Bulgaria,2020-05-11,10,1,6948445.0,20.801,18563.307,7.454
Oman,2020-03-15,0,0,5106622.0,2.355,37960.709,1.6
Finland,2020-06-09,20,0,5540718.0,21.228,40585.721,3.28
Kuwait,2020-02-02,0,0,4270563.0,2.345,65530.537,2.0
Bolivia,2020-03-30,15,3,11673029.0,6.704,6885.829,1.1
United Kingdom,2020-03-14,117,1,67886004.0,18.517,39753.244,2.54
China,2020-02-15,2538,143,1439323774.0,10.641,15308.712,4.34
Pakistan,2020-05-12,1140,39,220892331.0,4.495,5034.708,0.6
Sudan,2020-06-10,0,0,43849269.0,3.548,4466.507,0.8
Haiti,2020-04-16,1,0,11402533.0,4.8,1653.173,0.7
Oman,2020-05-28,255,1,5106622.0,2.355,37960.709,1.6
Burkina Faso,2020-04-28,3,0,20903278.0,2.409,1703.102,0.4
Curacao,2020-05-30,0,0,164100.0,16.367,,
Burkina Faso,2020-04-08,20,2,20903278.0,2.409,1703.102,0.4
Antigua and Barbuda,2020-04-30,0,0,97928.0,6.933,21490.943,3.8
Georgia,2020-03-12,1,0,3989175.0,14.864,9745.079,2.6
Montenegro,2020-03-21,1,0,628062.0,14.762,16409.288,3.861
Curacao,2020-05-07,0,0,164100.0,16.367,,
Madagascar,2020-05-23,43,0,27691019.0,2.929,1416.44,0.2
Ireland,2020-05-04,330,38,4937796.0,13.928,67335.293,2.96
Bhutan,2020-05-31,10,0,771612.0,4.885,8708.597,1.7
Kazakhstan,2020-04-27,65,0,18776707.0,6.991,24055.588,6.7
Cayman Islands,2020-06-09,7,0,65720.0,,49903.029,
Burundi,2020-04-04,0,0,11890781.0,2.562,702.225,0.8
Nepal,2020-04-10,0,0,29136808.0,5.809,2442.804,0.3
United Kingdom,2020-02-27,0,0,67886004.0,18.517,39753.244,2.54
Iraq,2020-03-30,41,0,40222503.0,3.186,15663.986,1.4
Denmark,2019-12-31,0,0,5792203.0,19.677,46682.515,2.5
Montenegro,2020-06-04,0,0,628062.0,14.762,16409.288,3.861
Hong Kong,2020-04-27,0,0,7496988.0,16.303,56054.92,
Colombia,2020-05-24,1046,23,50882884.0,7.646,13254.949,1.71
Cyprus,2020-05-15,2,0,875899.0,13.416,32415.132,3.4
Luxembourg,2020-05-25,2,1,625976.0,14.312,94277.965,4.51
Gibraltar,2020-04-06,5,0,33691.0,,,
Nepal,2020-01-03,0,0,29136808.0,5.809,2442.804,0.3
Anguilla,2020-04-01,0,0,15002.0,,,
Haiti,2020-06-08,262,1,11402533.0,4.8,1653.173,0.7
Bulgaria,2020-05-22,41,5,6948445.0,20.801,18563.307,7.454
Suriname,2020-05-15,0,0,586634.0,6.933,13767.119,3.1
San Marino,2020-01-01,0,0,33938.0,,56861.47,3.8
Oman,2020-01-08,0,0,5106622.0,2.355,37960.709,1.6
Yemen,2020-05-22,13,4,29825968.0,2.922,1479.147,0.7
Spain,2020-01-04,0,0,46754783.0,19.436,34272.36,2.97
Guinea,2020-05-22,204,1,13132792.0,3.135,1998.926,0.3
