location,date,new_cases,new_deaths,population,aged_65_older_percent,gdp_per_capita,hospital_beds_per_thousand
Guatemala,2020-04-26,43,2,17915567.0,4.694,7423.808,0.6
Jersey,2020-03-21,7,0,101073.0,,,
Sierra Leone,2020-05-01,8,3,7976985.0,2.538,1390.3,
Djibouti,2020-04-28,12,0,988002.0,4.213,2705.406,1.4
Greece,2020-01-08,0,0,10423056.0,20.396,24574.382,4.21
Congo,2020-06-05,17,0,5518092.0,3.402,4881.406,
Azerbaijan,2020-04-25,44,1,10139175.0,6.018,15847.419,4.7
Swaziland,2020-04-17,0,0,1160164.0,3.163,7738.975,2.1
Thailand,2020-04-21,27,0,69799978.0,11.373,16277.671,2.1
Belgium,2020-01-06,0,0,11589616.0,18.571,42658.576,5.64
Mexico,2020-05-16,2437,290,128932753.0,6.857,17336.469,1.38
France,2020-05-09,642,243,65273512.0,19.718,38605.671,5.98
Turks and Caicos Islands,2020-05-31,0,0,38718.0,,,
Guinea,2020-04-30,111,0,13132792.0,3.135,1998.926,0.3
United States,2020-05-14,20782,1746,331002647.0,15.413,54225.446,2.77
Austria,2020-06-10,13,0,9006400.0,19.202,45436.686,7.37
Madagascar,2020-04-06,1,0,27691019.0,2.929,1416.44,0.2
Gabon,2020-03-27,1,0,2225728.0,4.45,16562.413,6.3
French Polynesia,2020-04-17,0,0,280904.0,7.775,,
Sri Lanka,2020-01-07,0,0,21413250.0,10.069,11669.077,3.6
Yemen,2020-06-09,10,0,29825968.0,2.922,1479.147,0.7
Armenia,2020-04-14,26,1,2963234.0,11.232,8787.58,4.2
Comoros,2020-05-14,0,0,869595.0,2.963,1413.89,2.2
Philippines,2020-02-17,0,0,109581085.0,4.803,7599.188,1.0
Oman,2020-02-05,0,0,5106622.0,2.355,37960.709,1.6
Mexico,2020-05-06,1120,236,128932753.0,6.857,17336.469,1.38
Costa Rica,2020-03-20,18,0,5094114.0,9.468,15524.995,1.13
Seychelles,2020-05-25,0,0,98340.0,8.606,26382.287,3.6
Taiwan,2020-01-16,0,0,23816775.0,,,
Tanzania,2020-05-02,0,0,59734213.0,3.108,2683.304,0.7
Benin,2020-04-02,5,0,12123198.0,3.244,2064.236,0.5
Bulgaria,2020-06-01,0,0,6948445.0,20.801,18563.307,7.454
Malaysia,2020-02-28,1,0,32365998.0,6.293,26808.164,1.9
Italy,2020-02-22,14,0,60461828.0,23.021,35220.084,3.18
Estonia,2020-02-19,0,0,1326539.0,19.452,29481.252,4.69
Bhutan,2020-06-05,1,0,771612.0,4.885,8708.597,1.7
Iraq,2020-01-24,0,0,40222503.0,3.186,15663.986,1.4
Brunei,2020-05-10,0,0,437483.0,4.591,71809.251,2.7
Montenegro,2020-05-01,0,0,628062.0,14.762,16409.288,3.861
Andorra,2020-04-06,35,1,77265.0,,,
Poland,2020-04-22,263,21,37846605.0,16.763,27216.445,6.62
Hungary,2020-05-24,28,4,9660350.0,18.577,26777.561,7.02
Israel,2020-02-22,1,0,8655541.0,11.733,33132.32,2.99
Iraq,2020-06-06,1006,14,40222503.0,3.186,15663.986,1.4
Haiti,2020-04-10,3,1,11402533.0,4.8,1653.173,0.7
El Salvador,2020-03-22,0,0,6486201.0,8.273,7292.458,1.3
Syria,2020-05-23,1,1,17500657.0,,,1.5
Haiti,2020-04-27,0,0,11402533.0,4.8,1653.173,0.7
Kenya,2020-04-25,16,0,53771300.0,2.686,2993.028,1.4
Afghanistan,2020-03-17,5,0,38928341.0,2.581,1803.987,0.5
Ukraine,2020-04-02,245,7,43733759.0,16.462,7894.393,8.8
Ukraine,2020-05-15,422,17,43733759.0,16.462,7894.393,8.8
Jersey,2020-04-19,21,1,101073.0,,,
Mexico,2020-03-14,10,0,128932753.0,6.857,17336.469,1.38
Qatar,2020-05-18,1632,0,2881060.0,1.307,116935.6,1.2
Algeria,2020-04-26,129,4,43851043.0,6.211,13913.839,1.9
Isle of Man,2020-03-27,3,0,85032.0,,,
Zambia,2020-04-10,0,0,18383956.0,2.48,3689.251,2.0
Sao Tome and Principe,2020-05-16,0,0,219161.0,2.886,3052.714,2.9
Zambia,2020-04-03,3,1,18383956.0,2.48,3689.251,2.0
Cambodia,2020-04-26,0,0,16718971.0,4.412,3645.07,0.8
South Korea,2020-03-31,125,5,51269183.0,13.914,35938.374,12.27
Singapore,2020-01-22,0,0,5850343.0,12.922,85535.383,2.4
Switzerland,2020-03-07,122,0,8654618.0,18.436,57410.166,4.53
Malaysia,2020-04-10,109,2,32365998.0,6.293,26808.164,1.9
Sudan,2020-03-27,0,0,43849269.0,3.548,4466.507,0.8
Saint Vincent and the Grenadines,2020-04-28,1,0,110947.0,7.724,10727.146,2.6
Congo,2020-03-21,0,0,5518092.0,3.402,4881.406,
Djibouti,2020-06-04,156,1,988002.0,4.213,2705.406,1.4
Uruguay,2020-05-24,11,2,3473727.0,14.655,20551.409,2.8
Maldives,2020-05-28,19,0,540542.0,4.12,15183.616,
Peru,2020-03-05,0,0,32971846.0,7.151,12236.706,1.6
Cuba,2020-05-12,17,0,11326616.0,14.738,,5.2
Thailand,2020-05-16,7,0,69799978.0,11.373,16277.671,2.1
Dominican Republic,2020-05-29,345,11,10847904.0,6.981,14600.861,1.6
Belgium,2020-04-07,1123,185,11589616.0,18.571,42658.576,5.64
Italy,2020-01-10,0,0,60461828.0,23.021,35220.084,3.18
Bahamas,2020-06-08,0,0,393248.0,8.996,27717.847,2.9
Armenia,2020-01-21,0,0,2963234.0,11.232,8787.58,4.2
Uruguay,2020-05-07,3,0,3473727.0,14.655,20551.409,2.8
New Caledonia,2020-05-22,0,0,285491.0,9.954,,
Austria,2020-01-09,0,0,9006400.0,19.202,45436.686,7.37
New Zealand,2020-02-27,0,0,4822233.0,15.322,36085.843,2.61
Iraq,2020-01-27,0,0,40222503.0,3.186,15663.986,1.4
Turkey,2020-06-03,786,22,84339067.0,8.153,25129.341,2.81
French Polynesia,2020-04-20,0,0,280904.0,7.775,,
Czech Republic,2020-02-05,0,0,10708982.0,19.027,32605.906,6.63
Andorra,2020-04-01,6,4,77265.0,,,
Japan,2020-02-09,0,0,126476458.0,27.049,39002.223,13.05
United Arab Emirates,2020-01-29,0,0,9890400.0,1.144,67293.483,1.2
Morocco,2020-04-28,55,1,36910558.0,6.769,7485.013,1.1
Burkina Faso,2020-03-12,0,0,20903278.0,2.409,1703.102,0.4
Bolivia,2020-04-29,39,2,11673029.0,6.704,6885.829,1.1
Sudan,2020-05-25,6,0,43849269.0,3.548,4466.507,0.8
Lesotho,2020-05-22,0,0,2142252.0,4.506,2851.153,
Anguilla,2020-06-09,0,0,15002.0,,,
Indonesia,2020-05-09,336,13,273523621.0,5.319,11188.744,1.04
China,2020-01-10,0,0,1439323774.0,10.641,15308.712,4.34
Isle of Man,2020-05-07,1,0,85032.0,,,
World,2020-03-18,16458,800,7794798729.0,8.696,15469.207,2.705
Singapore,2020-04-23,1016,1,5850343.0,12.922,85535.383,2.4
Mauritania,2020-03-21,0,0,4649660.0,3.138,3597.633,
Gambia,2020-05-11,0,0,2416664.0,2.339,1561.767,1.1
Estonia,2020-03-05,0,0,1326539.0,19.452,29481.252,4.69
Nepal,2020-05-02,2,0,29136808.0,5.809,2442.804,0.3
Seychelles,2020-05-22,0,0,98340.0,8.606,26382.287,3.6
China,2020-03-30,98,2,1439323774.0,10.641,15308.712,4.34
Lithuania,2020-02-06,0,0,2722291.0,19.002,29524.265,6.56
Equatorial Guinea,2020-04-06,0,0,1402985.0,2.846,22604.873,2.1
San Marino,2020-05-18,1,0,33938.0,,56861.47,3.8
Japan,2020-02-07,0,0,126476458.0,27.049,39002.223,13.05
Uruguay,2020-05-21,8,0,3473727.0,14.655,20551.409,2.8
Grenada,2020-06-02,0,0,112519.0,7.304,13593.877,3.7
Azerbaijan,2020-02-20,0,0,10139175.0,6.018,15847.419,4.7
Czech Republic,2020-01-27,0,0,10708982.0,19.027,32605.906,6.63
Niger,2020-03-31,10,2,24206636.0,2.553,926.0,0.3
Mali,2020-06-08,10,2,20250834.0,2.519,2014.306,0.1
Mauritius,2020-04-09,5,0,1271767.0,10.945,20292.745,3.4
Sint Maarten (Dutch part),2020-05-15,0,0,42882.0,,36327.232,
Georgia,2020-04-10,7,0,3989175.0,14.864,9745.079,2.6
Sweden,2020-05-07,702,87,10099270.0,19.985,46949.283,2.22
Belgium,2020-01-27,0,0,11589616.0,18.571,42658.576,5.64
Mozambique,2020-04-05,0,0,31255435.0,3.158,1136.103,0.7
Georgia,2020-01-02,0,0,3989175.0,14.864,9745.079,2.6
French Polynesia,2020-06-04,0,0,280904.0,7.775,,
Vatican,2020-06-06,0,0,809.0,,,
Norway,2020-06-07,0,0,5421242.0,16.821,64800.057,3.6
Nigeria,2020-01-12,0,0,206139587.0,2.751,5338.454,
Cape Verde,2020-06-09,13,0,555988.0,4.46,6222.554,2.1
Indonesia,2020-04-11,219,26,273523621.0,5.319,11188.744,1.04
Nicaragua,2020-04-10,0,0,6624554.0,5.445,5321.444,0.9
Macedonia,2020-03-21,22,0,2083380.0,13.26,13111.214,4.28
Mauritania,2020-05-19,19,0,4649660.0,3.138,3597.633,
Singapore,2020-04-24,1037,0,5850343.0,12.922,85535.383,2.4
Ghana,2020-04-22,0,0,31072945.0,3.385,4227.63,0.9
Barbados,2020-04-28,1,0,287371.0,14.952,16978.068,5.8
Greece,2020-01-11,0,0,10423056.0,20.396,24574.382,4.21
Bahrain,2020-05-15,382,0,1701583.0,2.372,43290.705,2.0
Haiti,2020-04-19,0,0,11402533.0,4.8,1653.173,0.7
Brazil,2020-04-26,5514,346,212559409.0,8.552,14103.452,2.2
Jordan,2020-05-27,7,0,10203140.0,3.81,8337.49,1.4
Honduras,2020-04-09,31,1,9904608.0,4.652,4541.795,0.7
Sweden,2020-03-07,76,0,10099270.0,19.985,46949.283,2.22
Lesotho,2020-05-19,0,0,2142252.0,4.506,2851.153,
Antigua and Barbuda,2020-04-15,0,0,97928.0,6.933,21490.943,3.8
Hungary,2020-03-29,65,2,9660350.0,18.577,26777.561,7.02
Democratic Republic of Congo,2020-03-14,1,0,89561404.0,3.02,808.133,
Costa Rica,2020-04-27,2,0,5094114.0,9.468,15524.995,1.13
Libya,2020-04-07,0,0,6871287.0,4.424,17881.509,3.7
Ecuador,2020-01-12,0,0,17643060.0,7.104,10581.936,1.5
Western Sahara,2020-05-22,0,0,597330.0,,,
Egypt,2020-04-30,226,21,102334403.0,5.159,10550.206,1.6
Maldives,2020-04-22,16,0,540542.0,4.12,15183.616,
Tunisia,2020-04-17,42,2,11818618.0,8.001,10849.297,2.3
Sudan,2020-05-03,150,10,43849269.0,3.548,4466.507,0.8
Uganda,2020-06-06,35,0,45741000.0,2.168,1697.707,0.5
Germany,2020-03-12,271,1,83783945.0,21.453,45229.245,8.0
Serbia,2020-03-06,0,0,6804596.0,17.366,14048.881,5.609
Ireland,2020-03-01,1,0,4937796.0,13.928,67335.293,2.96
Norway,2020-05-19,52,1,5421242.0,16.821,64800.057,3.6
Congo,2020-03-24,0,0,5518092.0,3.402,4881.406,
Switzerland,2020-01-05,0,0,8654618.0,18.436,57410.166,4.53
Brazil,2020-04-10,1930,141,212559409.0,8.552,14103.452,2.2
Suriname,2020-06-09,8,1,586634.0,6.933,13767.119,3.1
Hong Kong,2020-03-08,0,0,7496988.0,16.303,56054.92,
Russia,2020-01-20,0,0,145934460.0,14.178,24765.954,8.05
Croatia,2020-03-21,22,0,4105268.0,19.724,22669.797,5.54
Slovakia,2020-05-24,1,0,5459643.0,15.07,30155.152,5.82
Switzerland,2020-04-26,216,20,8654618.0,18.436,57410.166,4.53
Singapore,2020-05-19,305,0,5850343.0,12.922,85535.383,2.4
Somalia,2020-03-18,0,0,15893219.0,2.731,,0.9
Burkina Faso,2020-05-30,0,0,20903278.0,2.409,1703.102,0.4
Canada,2020-05-01,1649,188,37742157.0,16.984,44017.591,2.5
Lebanon,2020-06-08,11,1,6825442.0,8.514,13367.565,2.9
Afghanistan,2020-05-16,1063,32,38928341.0,2.581,1803.987,0.5
Jersey,2020-05-27,0,0,101073.0,,,
Andorra,2020-06-09,0,0,77265.0,,,
China,2020-05-21,2,0,1439323774.0,10.641,15308.712,4.34
Morocco,2020-06-01,27,1,36910558.0,6.769,7485.013,1.1
Colombia,2020-05-03,279,10,50882884.0,7.646,13254.949,1.71
Jersey,2020-06-01,0,0,101073.0,,,
Nepal,2020-01-16,0,0,29136808.0,5.809,2442.804,0.3
Philippines,2020-05-17,214,11,109581085.0,4.803,7599.188,1.0
Saudi Arabia,2020-03-13,17,0,34813867.0,3.295,49045.411,2.7
Puerto Rico,2020-05-18,57,1,2860840.0,15.168,35044.67,
Guinea-Bissau,2020-06-01,66,0,1967998.0,3.002,1548.675,
Kosovo,2020-05-21,0,0,1932774.0,,9795.834,
Benin,2020-06-02,11,0,12123198.0,3.244,2064.236,0.5
Sint Maarten (Dutch part),2020-03-26,1,0,42882.0,,36327.232,
Vietnam,2020-02-09,1,0,97338583.0,7.15,6171.884,2.6
Mauritius,2020-04-14,0,0,1271767.0,10.945,20292.745,3.4
Tanzania,2020-03-22,3,0,59734213.0,3.108,2683.304,0.7
Macedonia,2020-01-26,0,0,2083380.0,13.26,13111.214,4.28
Dominican Republic,2020-03-20,0,0,10847904.0,6.981,14600.861,1.6
New Zealand,2019-12-31,0,0,4822233.0,15.322,36085.843,2.61
Sweden,2020-04-24,751,84,10099270.0,19.985,46949.283,2.22
Zimbabwe,2020-05-29,17,0,14862927.0,2.822,1899.775,1.7
Czech Republic,2020-01-28,0,0,10708982.0,19.027,32605.906,6.63
Romania,2020-04-05,430,8,19237682.0,17.85,23313.199,6.892
Cape Verde,2020-06-01,14,0,555988.0,4.46,6222.554,2.1
Oman,2020-01-16,0,0,5106622.0,2.355,37960.709,1.6
Singapore,2020-05-07,788,2,5850343.0,12.922,85535.383,2.4
Gabon,2020-05-08,65,0,2225728.0,4.45,16562.413,6.3
Burundi,2020-05-08,0,0,11890781.0,2.562,702.225,0.8
Monaco,2020-05-24,1,0,39244.0,,,13.8
Venezuela,2020-05-26,56,0,28435943.0,6.614,16745.022,0.8
Isle of Man,2020-05-30,0,0,85032.0,,,
Lebanon,2020-05-05,3,0,6825442.0,8.514,13367.565,2.9
Mexico,2020-03-26,70,0,128932753.0,6.857,17336.469,1.38
South Korea,2020-04-19,8,2,51269183.0,13.914,35938.374,12.27
India,2020-05-31,8380,193,1380004385.0,5.989,6426.674,0.53
Slovakia,2020-04-28,2,0,5459643.0,15.07,30155.152,5.82
Philippines,2020-05-08,339,27,109581085.0,4.803,7599.188,1.0
Ghana,2020-04-30,0,0,31072945.0,3.385,4227.63,0.9
Malawi,2020-05-12,1,0,19129955.0,2.979,1095.042,1.3
Zambia,2020-05-27,0,0,18383956.0,2.48,3689.251,2.0
Guinea,2020-04-28,69,0,13132792.0,3.135,1998.926,0.3
Northern Mariana Islands,2020-05-08,0,0,57557.0,,,
Oman,2020-05-30,811,0,5106622.0,2.355,37960.709,1.6
Guatemala,2020-03-27,1,0,17915567.0,4.694,7423.808,0.6
Guernsey,2020-04-23,4,0,67052.0,,,
Bahrain,2020-01-05,0,0,1701583.0,2.372,43290.705,2.0
Nicaragua,2020-04-29,0,0,6624554.0,5.445,5321.444,0.9
Guinea,2020-06-04,42,0,13132792.0,3.135,1998.926,0.3
Kenya,2020-05-20,51,0,53771300.0,2.686,2993.028,1.4
South Korea,2020-02-01,5,0,51269183.0,13.914,35938.374,12.27
Colombia,2020-03-14,7,0,50882884.0,7.646,13254.949,1.71
Panama,2020-03-31,86,2,4314768.0,7.918,22267.037,2.3
Belarus,2020-01-06,0,0,9449321.0,14.799,17167.967,11.0
International,2020-02-13,0,0,,,,
Bermuda,2020-05-27,6,0,62273.0,,50669.315,
Bolivia,2020-03-16,0,0,11673029.0,6.704,6885.829,1.1
United States Virgin Islands,2020-04-16,0,0,104423.0,18.601,,
New Zealand,2020-05-05,0,0,4822233.0,15.322,36085.843,2.61
Portugal,2020-03-21,235,3,10196707.0,21.502,27936.896,3.39
Tajikistan,2020-05-06,63,2,9537642.0,3.466,2896.913,4.8
Dominica,2020-05-12,0,0,71991.0,,9673.367,3.8
Djibouti,2020-05-11,21,0,988002.0,4.213,2705.406,1.4
France,2020-02-07,0,0,65273512.0,19.718,38605.671,5.98
Chile,2020-03-07,1,0,19116209.0,11.087,22767.037,2.11
Switzerland,2020-06-10,16,2,8654618.0,18.436,57410.166,4.53
Uzbekistan,2020-06-02,56,0,33469199.0,4.469,6253.104,4.0
Mexico,2020-03-28,132,4,128932753.0,6.857,17336.469,1.38
Isle of Man,2020-05-31,0,0,85032.0,,,
Indonesia,2020-04-02,149,21,273523621.0,5.319,11188.744,1.04
Iceland,2020-05-11,0,0,341250.0,14.431,46482.958,2.91
Palestine,2020-05-11,0,0,5101416.0,3.043,4449.898,
San Marino,2020-03-05,5,0,33938.0,,56861.47,3.8
Peru,2020-04-19,931,48,32971846.0,7.151,12236.706,1.6
Nigeria,2020-04-24,108,3,206139587.0,2.751,5338.454,
Moldova,2020-04-04,86,2,4033963.0,10.864,5189.972,5.8
Bonaire Sint Eustatius and Saba,2020-04-02,2,0,26221.0,,,
Monaco,2020-05-02,0,0,39244.0,,,13.8
Grenada,2020-03-23,1,0,112519.0,7.304,13593.877,3.7
Barbados,2020-05-01,1,0,287371.0,14.952,16978.068,5.8
Pakistan,2020-02-29,0,0,220892331.0,4.495,5034.708,0.6
Estonia,2020-03-31,36,0,1326539.0,19.452,29481.252,4.69
Kyrgyzstan,2020-05-01,0,0,6524191.0,4.489,3393.474,4.5
Greece,2020-01-17,0,0,10423056.0,20.396,24574.382,4.21
Czech Republic,2020-06-01,43,1,10708982.0,19.027,32605.906,6.63
Turkey,2020-03-18,51,0,84339067.0,8.153,25129.341,2.81
Vatican,2020-04-27,0,0,809.0,,,
Saint Kitts and Nevis,2020-04-01,1,0,53192.0,,24654.385,2.3
Albania,2020-04-25,15,0,2877800.0,13.188,11803.431,2.89
Sudan,2020-04-14,10,2,43849269.0,3.548,4466.507,0.8
Northern Mariana Islands,2020-04-01,4,0,57557.0,,,
Ethiopia,2020-05-10,16,1,114963583.0,3.526,1729.927,0.3
South Korea,2020-01-31,3,0,51269183.0,13.914,35938.374,12.27
Dominica,2020-04-24,0,0,71991.0,,9673.367,3.8
Congo,2020-03-30,0,0,5518092.0,3.402,4881.406,
Australia,2020-02-27,1,0,25499881.0,15.504,44648.71,3.84
Tajikistan,2020-05-11,0,0,9537642.0,3.466,2896.913,4.8
Benin,2020-04-09,0,0,12123198.0,3.244,2064.236,0.5
Taiwan,2020-01-17,0,0,23816775.0,,,
Japan,2020-04-15,455,10,126476458.0,27.049,39002.223,13.05
Cameroon,2020-03-22,0,0,26545864.0,3.165,3364.926,1.3
Bulgaria,2020-03-22,36,0,6948445.0,20.801,18563.307,7.454
Bahrain,2020-05-16,385,2,1701583.0,2.372,43290.705,2.0
Trinidad and Tobago,2020-03-29,8,0,1399491.0,10.014,28763.071,3.0
Czech Republic,2020-06-09,69,1,10708982.0,19.027,32605.906,6.63
Cote d'Ivoire,2020-04-26,34,0,26378275.0,2.933,3601.006,
Jersey,2020-06-05,0,0,101073.0,,,
Iran,2020-02-15,0,0,83992953.0,5.44,19082.62,1.5
Estonia,2020-04-02,34,1,1326539.0,19.452,29481.252,4.69
Barbados,2020-05-12,0,0,287371.0,14.952,16978.068,5.8
Portugal,2020-04-27,163,25,10196707.0,21.502,27936.896,3.39
United States,2020-05-05,22593,1252,331002647.0,15.413,54225.446,2.77
Uganda,2020-04-12,0,0,45741000.0,2.168,1697.707,0.5
Barbados,2020-04-05,6,0,287371.0,14.952,16978.068,5.8
Liberia,2020-03-26,0,0,5057677.0,3.057,752.788,0.8
Cameroon,2020-05-22,555,10,26545864.0,3.165,3364.926,1.3
Kenya,2020-05-21,66,0,53771300.0,2.686,2993.028,1.4
Luxembourg,2020-02-04,0,0,625976.0,14.312,94277.965,4.51
Jamaica,2020-05-29,0,0,2961161.0,9.684,8193.571,1.7
Benin,2020-04-07,4,1,12123198.0,3.244,2064.236,0.5
Bolivia,2020-05-23,392,15,11673029.0,6.704,6885.829,1.1
Rwanda,2020-04-29,5,0,12952209.0,2.974,1854.211,
Germany,2020-02-19,0,0,83783945.0,21.453,45229.245,8.0
Vatican,2020-05-24,0,0,809.0,,,
Afghanistan,2020-06-04,758,24,38928341.0,2.581,1803.987,0.5
South Korea,2020-03-08,367,6,51269183.0,13.914,35938.374,12.27
Switzerland,2020-03-15,238,4,8654618.0,18.436,57410.166,4.53
Singapore,2020-03-28,138,0,5850343.0,12.922,85535.383,2.4
Canada,2020-02-11,0,0,37742157.0,16.984,44017.591,2.5
Bahamas,2020-05-23,0,0,393248.0,8.996,27717.847,2.9
Albania,2020-04-02,16,0,2877800.0,13.188,11803.431,2.89
Central African Republic,2020-05-23,43,0,4829764.0,3.655,661.24,1.0
China,2020-02-23,647,98,1439323774.0,10.641,15308.712,4.34
Burkina Faso,2020-05-20,10,1,20903278.0,2.409,1703.102,0.4
South Korea,2020-04-05,81,6,51269183.0,13.914,35938.374,12.27
Cambodia,2020-02-13,0,0,16718971.0,4.412,3645.07,0.8
Czech Republic,2020-05-25,67,1,10708982.0,19.027,32605.906,6.63
Jamaica,2020-04-09,0,1,2961161.0,9.684,8193.571,1.7
Mexico,2019-12-31,0,0,128932753.0,6.857,17336.469,1.38
Greece,2020-01-15,0,0,10423056.0,20.396,24574.382,4.21
El Salvador,2020-03-25,4,0,6486201.0,8.273,7292.458,1.3
Latvia,2020-04-25,6,1,1886202.0,19.754,25063.846,5.57
Bahrain,2020-03-09,16,0,1701583.0,2.372,43290.705,2.0
Somalia,2020-04-07,0,0,15893219.0,2.731,,0.9
Germany,2020-02-18,0,0,83783945.0,21.453,45229.245,8.0
Philippines,2020-06-04,751,8,109581085.0,4.803,7599.188,1.0
Botswana,2020-06-02,0,0,2351625.0,3.941,15807.374,1.8
Germany,2020-01-11,0,0,83783945.0,21.453,45229.245,8.0
Iceland,2020-03-30,57,0,341250.0,14.431,46482.958,2.91
Netherlands,2020-01-07,0,0,17134873.0,18.779,48472.545,3.32
Bhutan,2020-05-05,0,0,771612.0,4.885,8708.597,1.7
Senegal,2020-04-17,21,0,16743930.0,3.008,2470.58,
Curacao,2020-05-02,0,0,164100.0,16.367,,
Venezuela,2020-05-07,12,0,28435943.0,6.614,16745.022,0.8
Albania,2020-05-16,18,0,2877800.0,13.188,11803.431,2.89
Slovenia,2020-06-04,2,0,2078932.0,19.062,31400.84,4.5
Costa Rica,2020-06-08,55,0,5094114.0,9.468,15524.995,1.13
Haiti,2020-05-11,31,3,11402533.0,4.8,1653.173,0.7
Bolivia,2020-04-17,24,2,11673029.0,6.704,6885.829,1.1
World,2020-05-08,94185,5746,7794798729.0,8.696,15469.207,2.705
Seychelles,2020-05-26,0,0,98340.0,8.606,26382.287,3.6
Rwanda,2020-05-04,4,0,12952209.0,2.974,1854.211,
Colombia,2020-03-08,0,0,50882884.0,7.646,13254.949,1.71
Indonesia,2020-03-09,2,0,273523621.0,5.319,11188.744,1.04
Thailand,2020-05-26,0,0,69799978.0,11.373,16277.671,2.1
Hong Kong,2020-02-09,0,0,7496988.0,16.303,56054.92,
Falkland Islands,2020-04-07,0,0,3483.0,,,
Gabon,2020-04-02,2,0,2225728.0,4.45,16562.413,6.3
Macedonia,2020-05-15,29,0,2083380.0,13.26,13111.214,4.28
Maldives,2020-03-22,0,0,540542.0,4.12,15183.616,
Colombia,2020-05-21,752,17,50882884.0,7.646,13254.949,1.71
Gambia,2020-06-05,0,0,2416664.0,2.339,1561.767,1.1
Barbados,2020-05-13,1,0,287371.0,14.952,16978.068,5.8
Kenya,2020-04-02,22,0,53771300.0,2.686,2993.028,1.4
Tanzania,2020-04-13,0,0,59734213.0,3.108,2683.304,0.7
Sweden,2020-02-20,0,0,10099270.0,19.985,46949.283,2.22
Croatia,2020-04-21,10,0,4105268.0,19.724,22669.797,5.54
Bahrain,2020-04-18,44,0,1701583.0,2.372,43290.705,2.0
Morocco,2020-04-05,211,15,36910558.0,6.769,7485.013,1.1
Gabon,2020-05-09,116,0,2225728.0,4.45,16562.413,6.3
Switzerland,2020-05-19,10,0,8654618.0,18.436,57410.166,4.53
Spain,2020-01-30,0,0,46754783.0,19.436,34272.36,2.97
Hungary,2020-05-20,42,3,9660350.0,18.577,26777.561,7.02
Bangladesh,2020-06-02,2381,22,164689383.0,5.098,3523.984,0.8
Georgia,2020-04-29,14,0,3989175.0,14.864,9745.079,2.6
Madagascar,2020-05-17,45,0,27691019.0,2.929,1416.44,0.2
China,2020-04-13,112,2,1439323774.0,10.641,15308.712,4.34
New Caledonia,2020-05-23,0,0,285491.0,9.954,,
Benin,2020-04-16,0,0,12123198.0,3.244,2064.236,0.5
Slovenia,2020-04-27,19,1,2078932.0,19.062,31400.84,4.5
Liechtenstein,2020-04-20,0,0,38137.0,,,2.397
Hong Kong,2020-05-28,0,0,7496988.0,16.303,56054.92,
Sweden,2020-02-08,0,0,10099270.0,19.985,46949.283,2.22
Kazakhstan,2020-05-09,144,0,18776707.0,6.991,24055.588,6.7
Sierra Leone,2020-06-01,9,0,7976985.0,2.538,1390.3,
Suriname,2020-03-30,0,0,586634.0,6.933,13767.119,3.1
Zambia,2020-06-08,0,0,18383956.0,2.48,3689.251,2.0
Vietnam,2020-04-25,0,0,97338583.0,7.15,6171.884,2.6
Guam,2020-05-31,1,0,168783.0,9.551,,
Indonesia,2020-02-20,0,0,273523621.0,5.319,11188.744,1.04
Romania,2020-04-20,328,17,19237682.0,17.85,23313.199,6.892
Sint Maarten (Dutch part),2020-05-18,0,0,42882.0,,36327.232,
Finland,2020-04-15,97,5,5540718.0,21.228,40585.721,3.28
Luxembourg,2020-01-27,0,0,625976.0,14.312,94277.965,4.51
Switzerland,2020-03-31,1138,38,8654618.0,18.436,57410.166,4.53
Ukraine,2020-04-11,311,12,43733759.0,16.462,7894.393,8.8
Malawi,2020-04-12,3,1,19129955.0,2.979,1095.042,1.3
Barbados,2020-05-15,0,0,287371.0,14.952,16978.068,5.8
World,2020-02-11,2565,108,7794798729.0,8.696,15469.207,2.705
Russia,2020-03-18,21,0,145934460.0,14.178,24765.954,8.05
United Arab Emirates,2020-01-11,0,0,9890400.0,1.144,67293.483,1.2
Switzerland,2020-03-28,1390,36,8654618.0,18.436,57410.166,4.53
Ukraine,2020-05-09,504,21,43733759.0,16.462,7894.393,8.8
Maldives,2020-04-14,0,0,540542.0,4.12,15183.616,
Bangladesh,2020-05-28,1541,22,164689383.0,5.098,3523.984,0.8
Turkey,2020-03-23,289,9,84339067.0,8.153,25129.341,2.81
Switzerland,2020-01-01,0,0,8654618.0,18.436,57410.166,4.53
Belarus,2020-01-23,0,0,9449321.0,14.799,17167.967,11.0
Puerto Rico,2020-04-16,51,6,2860840.0,15.168,35044.67,
New Zealand,2020-06-01,0,0,4822233.0,15.322,36085.843,2.61
Puerto Rico,2020-05-01,106,6,2860840.0,15.168,35044.67,
Malaysia,2020-04-22,57,3,32365998.0,6.293,26808.164,1.9
Liechtenstein,2020-03-24,0,0,38137.0,,,2.397
Laos,2020-06-07,0,0,7275556.0,4.029,6397.36,1.5
Sudan,2020-05-30,175,38,43849269.0,3.548,4466.507,0.8
Turks and Caicos Islands,2020-05-01,0,0,38718.0,,,
Syria,2020-04-04,0,0,17500657.0,,,1.5
Germany,2020-01-06,0,0,83783945.0,21.453,45229.245,8.0
Hong Kong,2020-05-14,0,0,7496988.0,16.303,56054.92,
Norway,2020-04-25,63,11,5421242.0,16.821,64800.057,3.6
Tanzania,2020-06-02,0,0,59734213.0,3.108,2683.304,0.7
